timestamp,ifInOctets_sum,ifInOctets_mean,ifInOctets_max,ifInOctets_std,ifOutOctets_sum,ifOutOctets_mean,ifOutOctets_max,ifOutOctets_std,ifInErrors_sum,ifInErrors_mean,ifInErrors_max,ifOutErrors_sum,ifOutErrors_mean,ifOutErrors_max,latencia_mean,latencia_median,latencia_max,latencia_std,latencia_kurtosis,perdida_sum,perdida_mean,perdida_max,RSRP_mean,RSRP_min,RSRP_std,SINR_mean,SINR_max,SINR_std,BW_in_Mbps_mean,BW_in_Mbps_max,BW_in_Mbps_std,BW_out_Mbps_mean,BW_out_Mbps_max,BW_out_Mbps_std,TasaErrorIn_mean,TasaErrorIn_max,TasaErrorOut_mean,TasaErrorOut_max,calidad_senal
2023-08-23 02:10:00,30754899.0,6150979.8,9931946.0,3110672.9024282997,8192922.0,1638584.4,2500175.0,635616.0377518019,23.0,4.6,8.0,10.0,2.0,3.0,15.819999999999999,9.58,37.56,12.707769277099738,-0.1962081743199997,0.0,0.0,0.0,-92.8,-102.0,7.981227975693966,13.440000000000001,22.49,7.654805680094041,0.16199999999999998,0.26,0.08197560612767679,0.044,0.07,0.018165902124584955,8e-05,0.0002,0.00012000000000000002,0.0002,1
2023-08-23 02:20:00,71351485.0,7135148.5,9817208.0,2211749.915762391,36199529.0,3619952.9,4532418.0,1057429.7533630466,42.0,4.2,8.0,20.0,2.0,4.0,25.858999999999998,28.185000000000002,49.37,15.333420615693608,-1.2644870973187803,1.0,0.1,1.0,-93.7,-103.0,5.457919831665622,14.635,23.84,7.4593107367012585,0.192,0.26,0.05827139568909909,0.097,0.12,0.030203016773531453,8e-05,0.0002,8e-05,0.0002,1
2023-08-23 02:30:00,64247615.0,6424761.5,9529870.0,2740135.602960645,27173516.0,2717351.6,4367239.0,1152618.0422602373,80.0,8.0,17.0,29.0,2.9,8.0,27.758999999999997,32.489999999999995,46.04,15.167649382082175,-1.5512577576059399,1.0,0.1,1.0,-93.3,-109.0,8.124722217473723,16.270000000000003,25.62,6.133304347757595,0.17099999999999999,0.25,0.0732499525976335,0.07100000000000001,0.12,0.03281259920619923,0.00014,0.0004,0.00014,0.0004,1
2023-08-23 02:40:00,48401514.0,4840151.4,8404852.0,2242085.25866585,27088230.0,2708823.0,4432623.0,1051585.3483553086,127.0,12.7,18.0,47.0,4.7,9.0,52.184000000000005,48.92,95.97,31.83842618946832,-1.415967584714487,2.0,0.2,1.0,-93.2,-105.0,7.146094504459528,11.961,25.27,6.806783299686342,0.13,0.22,0.06,0.07200000000000002,0.12,0.02820559440174157,0.00037,0.0013,0.00019,0.0004,1
2023-08-23 02:50:00,53376350.0,5337635.0,9242680.0,2391761.438351474,28003248.0,2800324.8,4208201.0,1304547.7866466304,112.0,11.2,19.0,37.0,3.7,9.0,39.118,34.254999999999995,88.43,29.43856306879729,-1.169311007227193,1.0,0.1,1.0,-97.2,-111.0,11.292081788187291,17.064000000000004,26.26,6.495571482855754,0.14200000000000002,0.25,0.0644291169511977,0.07300000000000002,0.11,0.035605867181937555,0.00035,0.0018,0.00023,0.0009,1
2023-08-23 03:00:00,47267647.0,4726764.7,9916786.0,2627729.135493571,27305458.0,2730545.8,4637075.0,1131668.9678714748,119.0,11.9,18.0,33.0,3.3,8.0,42.086,28.91,87.88,26.764947308829964,-0.8267588130249455,0.0,0.0,0.0,-101.5,-115.0,9.312476696465996,18.704,29.98,11.565451617256937,0.127,0.26,0.0671730766172149,0.073,0.12,0.02869378562220979,0.00038,0.0016,0.00020999999999999998,0.0012,1
2023-08-23 03:10:00,49359773.0,4935977.3,7397986.0,1582865.94879703,27756239.0,2775623.9,4915239.0,1248433.9427603288,87.0,8.7,16.0,51.0,5.1,7.0,57.237,67.045,95.2,33.71096559149724,-1.433312725126659,2.0,0.2,1.0,-91.0,-110.0,9.820613241770824,20.038,28.05,5.474550818712587,0.13200000000000003,0.2,0.04131182235954578,0.07500000000000001,0.13,0.0334165627596057,0.00020999999999999998,0.0005,0.00025,0.0006,2
2023-08-23 03:20:00,50695008.0,5069500.8,9585377.0,2633827.127280368,35481548.0,3548154.8,4912903.0,1266214.923279948,88.0,8.8,15.0,43.0,4.3,8.0,42.385000000000005,36.105000000000004,75.31,21.97224473941816,-1.337013444719736,0.0,0.0,0.0,-98.1,-113.0,11.864512913165322,10.659,27.54,7.195122499150225,0.135,0.26,0.07106335201775948,0.095,0.13,0.03374742788552765,0.00024000000000000003,0.0007,0.00011,0.0002,1
2023-08-23 03:30:00,45961468.0,4596146.8,9411855.0,2463766.7735018083,23580445.0,2358044.5,4953325.0,1506050.8042802429,91.0,9.1,17.0,47.0,4.7,9.0,48.974000000000004,49.76,89.12,24.185283495914987,-1.0526571938973348,0.0,0.0,0.0,-97.3,-107.0,6.71730766172149,16.601999999999997,27.98,8.327940655141315,0.122,0.25,0.06713171133426189,0.062,0.13,0.039944405810520646,0.00028000000000000003,0.0008,0.00027000000000000006,0.001,1
2023-08-23 03:40:00,53184280.0,5318428.0,8807313.0,2237811.885708696,30859141.0,3085914.1,4799376.0,1182478.635258578,90.0,9.0,17.0,54.0,5.4,9.0,60.10300000000001,65.31,84.43,17.882662025300124,-0.4733097346258166,1.0,0.1,1.0,-102.9,-114.0,8.504247304860215,13.987,26.72,9.419473976820575,0.141,0.23,0.059338951044917466,0.08299999999999999,0.13,0.03233505150074074,0.00017,0.0005,0.00019,0.0004,1
2023-08-23 03:50:00,44802753.0,4480275.3,8469344.0,2695935.2659662804,26948903.0,2694890.3,4901744.0,1315385.2120531122,56.0,5.6,16.0,41.0,4.1,9.0,47.022000000000006,39.864999999999995,98.99,29.312934498082733,-0.8549890338586357,1.0,0.1,1.0,-89.8,-114.0,11.123548594460912,13.877,29.67,10.421249711793473,0.11900000000000002,0.23,0.07202622979011034,0.072,0.13,0.03521363372331802,0.00017,0.0005,0.00022,0.001,1
2023-08-23 04:00:00,54482472.0,5448247.2,8988004.0,2145911.3537607486,25348040.0,2534804.0,4533123.0,1600264.2733744532,76.0,7.6,19.0,51.0,5.1,9.0,48.961,47.605000000000004,96.28,26.075487190505612,-0.8854220284174055,2.0,0.2,1.0,-98.1,-111.0,8.543353491977777,12.810999999999998,29.4,10.500739074518092,0.146,0.24,0.057580861017837826,0.068,0.12,0.04157990967870047,0.00015000000000000001,0.0003,0.00031000000000000005,0.0009,1
2023-08-23 04:10:00,63476078.0,6347607.8,8558158.0,2263520.85223023,20256705.0,2025670.5,3669562.0,1145737.0379064833,110.0,11.0,19.0,69.0,6.9,9.0,48.31400000000001,47.75,98.77,22.252423188897378,0.6400998001767366,1.0,0.1,1.0,-97.9,-115.0,13.469719126000115,11.968,29.47,11.481308287821557,0.16799999999999998,0.23,0.060699624747146866,0.054000000000000006,0.1,0.030623157540948936,0.00022,0.0008,0.0005099999999999999,0.0012,1
2023-08-23 04:20:00,54522267.0,5452226.7,9511017.0,3054386.3145703916,30572617.0,3057261.7,4926421.0,1285388.1468670205,116.0,11.6,18.0,32.0,3.2,5.0,42.31,43.025000000000006,82.45,25.781181767586475,-1.1671535724673827,1.0,0.1,1.0,-97.2,-107.0,9.211104409594132,8.798000000000002,17.43,6.311148513191204,0.146,0.25,0.08154071920757683,0.08099999999999999,0.13,0.03414023367751831,0.00029,0.0007,0.00013000000000000002,0.0003,0
2023-08-23 04:30:00,48751393.0,4875139.3,8064746.0,2531277.397765758,27233570.0,2723357.0,3979799.0,1033935.5695599864,72.0,7.2,15.0,45.0,4.5,9.0,64.25699999999999,62.879999999999995,94.26,19.53180372281748,-1.2304524795074538,1.0,0.1,1.0,-95.9,-109.0,9.13418487514531,10.600999999999999,26.72,8.631531922743108,0.132,0.22,0.06844300142778986,0.07399999999999998,0.11,0.02796823595120404,0.00022,0.0005,0.00024000000000000003,0.0008,1
2023-08-23 04:40:00,47510644.0,4751064.4,9306461.0,2699576.1513375146,26356973.0,2635697.3,4439625.0,1200205.6750406527,79.0,7.9,15.0,70.0,7.0,9.0,51.67100000000001,62.455,94.75,33.20175679756185,-1.5932407305485798,1.0,0.1,1.0,-99.7,-114.0,10.975224624378107,13.447,29.05,7.730354383137224,0.127,0.25,0.0730372811955952,0.07100000000000001,0.12,0.030713731999438512,0.00021000000000000004,0.0005,0.00034999999999999994,0.0009,1
2023-08-23 04:50:00,48693560.0,4869356.0,7908531.0,2153293.1099617835,27879572.0,2787957.2,4497936.0,1153023.3984146782,101.0,10.1,18.0,47.0,4.7,8.0,47.53499999999999,44.629999999999995,76.19,19.67368645904699,-1.366392985658249,1.0,0.1,1.0,-104.3,-115.0,9.87758405009376,9.272,20.54,6.95016194855279,0.12900000000000003,0.21,0.05646040894093646,0.07400000000000001,0.12,0.029514591494904874,0.00027,0.0005,0.00019,0.0004,0
2023-08-23 05:00:00,52284760.0,5228476.0,9323735.0,3179079.415924155,27161276.0,2716127.6,4804083.0,1676668.1643274424,116.0,11.6,18.0,52.0,5.2,9.0,46.20899999999999,50.72,73.4,24.55571508495188,-1.4734146216525046,0.0,0.0,0.0,-98.6,-108.0,8.591985930052621,18.733,27.45,7.362789401971088,0.13999999999999999,0.25,0.08485281374238571,0.072,0.13,0.04589843860815601,0.00041999999999999996,0.0013,0.00029,0.0008,1
2023-08-23 05:10:00,56660818.0,5666081.8,8654909.0,2548465.78879066,23340941.0,2334094.1,4527187.0,1281911.3334544587,98.0,9.8,14.0,63.0,6.3,9.0,53.684000000000005,50.725,88.74,16.785607724079178,0.922467862326136,1.0,0.1,1.0,-99.2,-115.0,10.591401124392267,13.725,26.23,9.019154000730273,0.152,0.23,0.06696599468718765,0.063,0.12,0.03233505150074073,0.00025,0.0008,0.00039,0.0009,1
2023-08-23 05:20:00,61147673.0,6114767.3,9658144.0,2428206.090072077,23112948.0,2311294.8,4225530.0,1242635.2597698525,121.0,12.1,18.0,24.0,2.4,8.0,43.145999999999994,43.19,82.77,29.833660780325896,-1.6614442716717457,0.0,0.0,0.0,-102.6,-114.0,8.395766128763288,17.412,29.09,7.909234827437833,0.16299999999999998,0.26,0.06498717822257967,0.06000000000000001,0.11,0.03333333333333333,0.00024999999999999995,0.0008,0.00014,0.0004,1
